고객ID,성별,나이,가입채널,요금제,가입일,가입경과월,최근30일_로그인수,월평균사용시간,고객센터문의수,최근3개월_결제실패,이탈여부,이탈일
C2958,여,22,제휴이벤트,프리미엄,2026-02-14,3,4,10.1,1,0,Y,2026-05-01
C2959,여,19,오프라인매장,프리미엄,2023-06-25,35,11,23.9,0,0,N,
C2960,여,35,제휴이벤트,스탠다드,2025-04-02,14,12,9.7,1,0,N,
C2961,남,34,오프라인매장,프리미엄,2023-08-24,33,10,25.4,1,0,N,
C2962,여,30,오프라인매장,스탠다드,2024-06-18,23,9,20.7,0,0,N,
C2963,남,41,검색광고,스탠다드,2024-05-24,24,11,16.6,0,2,N,
C2964,여,43,지인추천,베이직,2024-12-05,18,9,6.2,1,0,N,
C2965,남,42,검색광고,베이직,2026-02-02,3,9,23.8,0,1,N,
C2966,여,34,검색광고,베이직,2024-10-04,20,10,41.0,0,0,N,
C2967,여,25,검색광고,스탠다드,2024-07-29,22,3,5.1,0,0,Y,2026-05-19
C2968,남,46,제휴이벤트,스탠다드,2023-09-07,33,19,20.8,1,0,N,
C2969,여,38,오프라인매장,베이직,2026-01-01,5,3,9.9,2,0,Y,2026-04-15
C2970,남,49,제휴이벤트,스탠다드,2024-05-01,25,13,4.6,1,1,N,
C2971,여,47,제휴이벤트,베이직,2024-10-05,20,12,11.6,1,0,N,
C2972,여,21,제휴이벤트,베이직,2023-09-07,33,6,3.3,2,0,Y,2025-12-21
C2973,남,21,검색광고,프리미엄,2024-04-03,26,4,16.4,3,1,Y,2025-12-08
C2974,남,29,제휴이벤트,베이직,2025-01-10,16,2,1.8,2,1,Y,2025-06-28
C2975,남,25,제휴이벤트,베이직,2026-01-15,4,15,16.5,0,0,N,
C2976,남,47,제휴이벤트,스탠다드,2024-05-16,24,16,21.9,2,0,N,
C2977,여,42,검색광고,베이직,2025-01-18,16,18,12.6,1,1,N,
C2978,여,51,검색광고,스탠다드,2025-12-19,5,15,5.0,1,0,N,
C2979,남,43,제휴이벤트,프리미엄,2024-06-18,23,11,16.9,0,2,N,
C2980,여,41,검색광고,스탠다드,2024-04-09,26,15,12.5,0,0,N,
C2981,남,52,소셜미디어,스탠다드,2023-07-18,34,16,23.1,0,1,N,
C2982,여,44,소셜미디어,베이직,2026-01-22,4,19,27.3,0,1,N,
C2983,남,39,검색광고,스탠다드,2023-09-27,32,13,9.7,0,1,N,
C2984,여,56,검색광고,베이직,2024-01-16,28,4,5.3,0,0,Y,2025-08-31
C2985,여,39,제휴이벤트,베이직,2023-10-27,31,11,13.6,1,0,N,
C2986,남,34,제휴이벤트,프리미엄,2025-06-23,11,15,27.1,0,0,N,
C2987,여,28,제휴이벤트,베이직,2024-06-23,23,9,19.6,0,0,N,
C2988,여,46,소셜미디어,스탠다드,2025-06-20,11,13,9.9,0,0,N,
C2989,남,53,검색광고,베이직,2025-03-08,14,12,31.3,0,0,N,
C2990,남,37,소셜미디어,프리미엄,2023-06-17,35,16,12.6,1,1,N,
C2991,여,54,소셜미디어,베이직,2024-04-23,25,6,14.4,0,0,N,
C2992,남,19,검색광고,베이직,2023-06-05,36,16,11.2,0,0,N,
C2993,남,37,오프라인매장,프리미엄,2023-08-09,34,10,20.4,0,0,N,
C2994,남,38,제휴이벤트,스탠다드,2024-10-16,19,2,6.3,2,2,Y,2026-02-09
C2995,여,29,지인추천,프리미엄,2024-03-09,27,11,35.9,0,0,N,
C2996,남,67,소셜미디어,베이직,2023-09-03,33,16,19.8,1,0,N,
C2997,남,37,소셜미디어,스탠다드,2024-08-09,22,15,11.6,0,0,N,
C2998,여,33,검색광고,프리미엄,2024-09-24,20,15,18.7,1,0,N,
C2999,여,38,소셜미디어,스탠다드,2026-04-22,1,13,38.4,0,0,N,
